,Property Id,Property Name,Postal Code,Source EUI (kBtu/ftå_),Number of Buildings - Self-reported,Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (ftå_),Year Built,Metered Areas (Energy),ENERGY STAR Score,Median Income for Zip,building_type,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,ENERGY STAR binned,binned source EUI
3930,"2,811,408",Day & Meyer - 1166 Second Avenue,10065,21.6,1,Manhattan,Non-Refrigerated Warehouse,118944.0,1927,Whole Building,90.0,110163.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,High,Low
3931,"2,748,622",E61,10021,93.6,1,Manhattan,Multifamily Housing,57000.0,2000,Whole Building,82.0,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,Low
3932,"4,994,906",Lawrence - 300 East 62nd Street,10065,147.2,1,Manhattan,Multifamily Housing,105000.0,1986,Whole Building,52.0,110163.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
3933,"4,952,497",AKAM - 350 East 62nd Street,10065,245.7,1,Manhattan,Multifamily Housing,67058.0,1977,Whole Building,,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,High
3934,"2,638,780",301 E 62 St.,10065,180.1,1,Manhattan,Multifamily Housing,108828.0,1958,Whole Building,16.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
3935,"2,646,552",315 East 62 LLC,10065,140.4,1,Manhattan,Office,59000.0,1930,Whole Building,72.0,110163.0,small office building,0.9420490780535146,0.05795092194648551,0.0,0.0,0.3556009275918134,0.30799975741683583,0.20909513591876927,0.0,0.12722909380748715,0.8571601848620095,High,Moderate
3936,"5,794,327",344 East 63rd Street,10065,126.2,1,Manhattan,Multifamily Housing,67880.0,1900,Whole Building,55.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3937,"5,823,215",330 East 63rd Street,10065,100.1,1,Manhattan,Multifamily Housing,70992.0,1949,Whole Building,82.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3938,"4,038,891",Orsid - 301 East 63rd Street,10065,105.0,1,Manhattan,Multifamily Housing,167649.0,1959,Whole Building,83.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3939,"2,737,888",305 East 63rd Street - Alkal L.P.,10065,188.8,1,Manhattan,Multifamily Housing,174247.0,1930,Whole Building,2.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
3940,"3,529,572",(8340) - The St Tropez,10065,172.7,1,Manhattan,Multifamily Housing,404190.0,1965,Whole Building,6.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
3941,"2,702,118",300 E 64th Street Partners LLC,10065,176.4,1,Manhattan,Multifamily Housing,97000.0,1996,Whole Building,3.0,110163.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Low,High
3942,"4,038,892",Orsid - 301 East 64th Street,10065,117.8,1,Manhattan,Multifamily Housing,193180.0,1963,Whole Building,57.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3943,"4,917,779",Rosenthal 325 East 64th Street,10065,113.5,1,Manhattan,Multifamily Housing,74877.0,1920,Whole Building,60.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3944,"2,665,906",Stonehenge - 360 East 65th Street,10065,124.3,1,Manhattan,Multifamily Housing,177878.0,1962,Whole Building,,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
3945,"4,917,680",Rosenthal 320 East 65th Street,10065,40.0,1,Manhattan,Multifamily Housing,62000.0,1930,Whole Building,100.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3946,"3,956,209",Caprice: 310 E 65th Street,10065,84.9,1,Manhattan,Multifamily Housing,82384.0,1965,Whole Building,93.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3947,"4,390,047","304 East 65th Street, New York",10065,234.5,1,Manhattan,Multifamily Housing,120251.0,1987,Whole Building,,110163.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Not Available,High
3948,"4,952,500",AKAM - 315 East 65th Street,10065,133.4,2,Manhattan,Multifamily Housing,154635.0,1962,Whole Building,20.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
3949,"4,408,627","340 East 66th Street, New York",10065,109.8,1,Manhattan,Multifamily Housing,54872.0,1970,Whole Building,77.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3950,"4,921,995",Rudd - 333 East 66th Street,10065,152.8,1,Manhattan,Multifamily Housing,154029.0,1964,Whole Building,44.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3951,"2,668,380",SW - 342 East 67th St,10021,127.8,1,Manhattan,Multifamily Housing,61175.0,1964,Whole Building,,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
3953,"2,794,208",301 E 66 Condo Assn,10065,138.4,1,Manhattan,Multifamily Housing,190000.0,1958,Whole Building,79.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3954,"2,670,704",315 East 68th St,10065,65.1,1,Manhattan,Multifamily Housing,334854.0,1931,Whole Building,99.0,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3955,"2,386,859",333 East 68th Street,10035,93.7,1,Manhattan,Multifamily Housing,140299.0,1928,Whole Building,,14896.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
3956,"2,797,024",(8089) - 315 East 69th Street,10065,138.5,1,Manhattan,Multifamily Housing,85195.0,1961,Whole Building,,110163.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
3957,"4,945,824",AKAM - 333 East 69th Street,10021,162.2,1,Manhattan,Multifamily Housing,173670.0,1963,Whole Building,12.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
3958,"2,715,787",345 East 69th Street Owners Corp.,10021,181.5,1,Manhattan,Multifamily Housing,134870.0,1963,Whole Building,,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,High
3959,"4,952,506",AKAM - 310 East 70th Street,10021,135.8,1,Manhattan,Multifamily Housing,119000.0,1959,Whole Building,69.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3960,"2,591,141",301 East 69th Street,10021,140.1,1,Manhattan,Multifamily Housing,218267.0,1963,Whole Building,29.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
3961,"4,039,188",Century - 315 East 70th Street,10021,92.9,1,Manhattan,Multifamily Housing,153440.0,1960,Whole Building,83.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3962,"5,833,828",330 East 71st Street åÊ,10021,110.8,1,Manhattan,Multifamily Housing,56553.0,1940,Whole Building,61.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3963,"2,794,961",HSS-310 E 71st,10021,17.5,1,Manhattan,Other - Specialty Hospital,59000.0,1958,Whole Building,,75472.0,hospital / medical,0.8817675614509263,0.04016615643140673,0.07806800620902768,0.0,0.19019160454325912,0.25870306868870985,0.08521779800112336,0.03542793575445246,0.443534029640023,0.7244850344788165,Not Available,Low
3964,"4,952,513",AKAM - 300 East 71st Street,10021,119.7,1,Manhattan,Multifamily Housing,323151.0,1961,Whole Building,,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
3965,"2,745,640",31171 Owners Corp.,10021,120.5,1,Manhattan,Multifamily Housing,80056.0,1963,Whole Building,72.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3966,"5,833,832",331 East 71st Street,10021,177.2,1,Manhattan,Multifamily Housing,60400.0,1940,Whole Building,5.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
3967,"2,722,411",360 East 72nd Street,10021,164.1,1,Manhattan,Multifamily Housing,588551.0,1963,Whole Building,22.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
3968,"2,670,007",340 East 72nd St,10021,100.2,1,Manhattan,Multifamily Housing,97072.0,1930,Whole Building,83.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3969,"4,375,880",72 Street East Corp,10021,110.7,1,Manhattan,Multifamily Housing,132385.0,1930,Whole Building,61.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3970,"4,998,577",DEPM 2572 - 350 East 72nd Street,10021,123.0,1,Manhattan,Multifamily Housing,71776.0,1988,Whole Building,74.0,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,Moderate
3971,"2,657,247",Wallack - 308 East 72nd St,10021,144.7,1,Manhattan,Multifamily Housing,141875.0,1996,Whole Building,48.0,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
3972,"2,794,169",JC Dwight 311 East 72nd Street,10021,107.1,1,Manhattan,Multifamily Housing,118334.0,1929,Whole Building,,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
3973,"4,959,168",315 East 72nd St,10021,104.0,1,Manhattan,Multifamily Housing,294481.0,1958,Whole Building,81.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3974,"2,744,667",325 East 72nd St Corp.,10021,134.7,1,Manhattan,Multifamily Housing,89814.0,1927,Whole Building,44.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3975,"3,115,609",Fontaine Owners Corp.,10021,103.2,1,Manhattan,Multifamily Housing,118499.0,1975,Whole Building,81.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3976,"4,952,517",AKAM - 305 East 72nd Street,10021,119.6,1,Manhattan,Multifamily Housing,175387.0,1961,Whole Building,62.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3977,"5,876,477",DEPM 1978 - 1355 First Avenue,10021,164.4,1,Manhattan,Multifamily Housing,104773.0,2009,Whole Building,19.0,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Low,High
3978,"4,910,138",Domen Holding Co,10021,104.3,1,Manhattan,Multifamily Housing,50460.0,1960,Whole Building,88.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
3979,"4,946,287",AKAM - 300 East 74th Street,10021,99.1,1,Manhattan,Multifamily Housing,349604.0,1987,Whole Building,,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Not Available,Low
3980,"2,797,250",(8079) - 345 East 73rd Street,10021,117.0,1,Manhattan,Multifamily Housing,154451.0,1961,Whole Building,57.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3981,"2,806,534",340 East 74th St. Owners Corp.,10021,119.9,1,Manhattan,Multifamily Housing,129616.0,1957,Whole Building,34.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
3982,"4,036,581",Glenwood - The Fairmont,10021,228.8,1,Manhattan,Multifamily Housing,353297.0,1979,Whole Building,,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,High
3983,"2,813,262",310 East 75th Street,10021,85.6,1,Manhattan,Multifamily Housing,76368.0,1936,Whole Building,94.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
3984,"2,667,318",330 East 75th St,10021,153.7,1,Manhattan,Multifamily Housing,192142.0,1985,Whole Building,48.0,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Moderate,Moderate
3985,"4,952,519",AKAM - 343 East 74th Street,10021,147.3,1,Manhattan,Multifamily Housing,188767.0,1987,Whole Building,13.0,75472.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,Low,Moderate
3986,"2,796,968",(8033) - 301 East 75th Street,10021,226.6,1,Manhattan,Multifamily Housing,117350.0,1966,Whole Building,3.0,75472.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
